REFERENCIA;NOMBRE DEL PRODUCTO;CATEGORIA;LINEA;GENERO;ESTADO;IVA 
28541;Body Una Manga Negro SM;Body Una Manga;MODA;F;Activo;IVA 19%
28543;Body Una Manga Negro LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28551;Body Una Manga Crema SM;Body Una Manga;MODA;F;Activo;IVA 19%
28553;Body Una Manga Crema LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28561;Body Una Manga Blanco SM;Body Una Manga;MODA;F;Activo;IVA 19%
28563;Body Una Manga Blanco LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28571;Body Una Manga Terracota SM;Body Una Manga;MODA;F;Activo;IVA 19%
28573;Body Una Manga Terracota LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28581;Body Una Manga Vinotinto SM;Body Una Manga;MODA;F;Activo;IVA 19%
28591;Body Una Manga Azul Bebe SM;Body Una Manga;MODA;F;Activo;IVA 19%
28593;Body Una Manga Azul Bebe LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28601;Body Una Manga Verde Oliva SM;Body Una Manga;MODA;F;Activo;IVA 19%
28603;Body Una Manga Verde Oliva LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28611;Body Una Manga Verde Militar SM;Body Una Manga;MODA;F;Activo;IVA 19%
28613;Body Una Manga Verde Militar LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28621;Body Una Manga Rojo SM;Body Una Manga;MODA;F;Activo;IVA 19%
28623;Body Una Manga Verde Rojo LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28631;Body Una Manga Camel SM;Body Una Manga;MODA;F;Activo;IVA 19%
28633;Body Una Manga Camel LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28641;Body Una Manga Durazno SM;Body Una Manga;MODA;F;Activo;IVA 19%
28643;Body Una Manga Durazno LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28651;Body Una Manga Café SM;Body Una Manga;MODA;F;Activo;IVA 19%
28653;Body Una Manga Café LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28661;Body Una Manga Gris SM;Body Una Manga;MODA;F;Activo;IVA 19%
28663;Body Una Manga Gris LXL;Body Una Manga;MODA;F;Activo;IVA 19%
28671;Body Una Manga Lila SM;Body Una Manga;MODA;F;Activo;IVA 19%
28673;Body Una Manga Lila LXL;Body Una Manga;MODA;F;Activo;IVA 19%
29151;Body Una Manga Azul Oscuro SM;Body Una Manga;MODA;F;Activo;IVA 19%
29153;Body Una Manga Azul Oscuro LXL;Body Una Manga;MODA;F;Activo;IVA 19%
29631;Body Una Manga Palo Rosa SM;Body Una Manga;MODA;F;Activo;IVA 19%
29633;Body Una Manga Palo Rosa LXL;Body Una Manga;MODA;F;Activo;IVA 19%
29641;Body Una Manga Verde Lima SM;Body Una Manga;MODA;F;Activo;IVA 19%
29643;Body Una Manga Verde Lima LXL;Body Una Manga;MODA;F;Activo;IVA 19%
11;Buzo importado;Buzos;MODA;F;Activo;IVA 19%
2000;Buzo capota importado;Buzos;MODA;F;Activo;IVA 19%
2034;Buzo Perchado;Buzos;MODA;F;Activo;IVA 19%
29690;Recto Corto Palo Rosa U;Top Recto Corto ;MODA;F;Activo;IVA 19%
29700;Recto Corto Verde Lima U;Top Recto Corto ;MODA;F;Activo;IVA 19%
19920;Top Alana Cafe U;Top Alana;MODA;F;Activo;IVA 19%
24280;Top Alana Negro U;Top Alana;MODA;F;Activo;IVA 19%
24290;Top Alana Crema U;Top Alana;MODA;F;Activo;IVA 19%
2430;Top Alana Blanco U;Top Alana;MODA;F;Activo;IVA 19%
24300;Top Alana Blanco S;Top Alana;MODA;F;Activo;IVA 19%
24310;Top Alana Azul Oscuro U;Top Alana;MODA;F;Activo;IVA 19%
24320;Top Alana Agua Marina U;Top Alana;MODA;F;Activo;IVA 19%
24330;Top Alana Gris U;Top Alana;MODA;F;Activo;IVA 19%
2446;Top Alana Camel U;Top Alana;MODA;F;Activo;IVA 19%
24460;Top Alana Camel U;Top Alana;MODA;F;Activo;IVA 19%
27630;Top Alana Lila U;Top Alana;MODA;F;Activo;IVA 19%
27640;Top Alana Azul Bebe U;Top Alana;MODA;F;Activo;IVA 19%
27650;Top Alana Durazno U;Top Alana;MODA;F;Activo;IVA 19%
27791;Top Atenea Negro SM;Top Atenea;MODA;F;Activo;IVA 19%
27793;Top Atenea Negro LXL;Top Atenea;MODA;F;Activo;IVA 19%
27801;Top Atenea Crema SM;Top Atenea;MODA;F;Activo;IVA 19%
27803;Top Atenea Crema LXL;Top Atenea;MODA;F;Activo;IVA 19%
27811;Top Atenea Blanco SM;Top Atenea;MODA;F;Activo;IVA 19%
27813;Top Atenea Blanco LXL;Top Atenea;MODA;F;Activo;IVA 19%
27821;Top Atenea Terracota SM;Top Atenea;MODA;F;Activo;IVA 19%
27823;Top Atenea Terracota LXL;Top Atenea;MODA;F;Activo;IVA 19%
27831;Top Atenea Vinotinto SM;Top Atenea;MODA;F;Activo;IVA 19%
27833;Top Atenea Vinotinto LXL;Top Atenea;MODA;F;Activo;IVA 19%
27841;Top Atenea Azul Oscuro SM;Top Atenea;MODA;F;Activo;IVA 19%
27843;Top Atenea Azul Oscuro LXL;Top Atenea;MODA;F;Activo;IVA 19%
27851;Top Atenea Azul Bebe SM;Top Atenea;MODA;F;Activo;IVA 19%
27853;Top Atenea Azul Bebe LXL;Top Atenea;MODA;F;Activo;IVA 19%
27861;Top Atenea Verde Militar SM;Top Atenea;MODA;F;Activo;IVA 19%
27863;Top Atenea Verde Militar LXL;Top Atenea;MODA;F;Activo;IVA 19%
27871;Top Atenea Camel SM;Top Atenea;MODA;F;Activo;IVA 19%
27873;Top Atenea Camel LXL;Top Atenea;MODA;F;Activo;IVA 19%
27881;Top Atenea Gris SM;Top Atenea;MODA;F;Activo;IVA 19%
27883;Top Atenea Gris LXL;Top Atenea;MODA;F;Activo;IVA 19%
27891;Top Atenea Lila SM;Top Atenea;MODA;F;Activo;IVA 19%
27893;Top Atenea Lila LXL;Top Atenea;MODA;F;Activo;IVA 19%
28241;Top Atenea Café SM;Top Atenea;MODA;F;Activo;IVA 19%
28243;Top Atenea Café LXL;Top Atenea;MODA;F;Activo;IVA 19%
21420;Top Cuadrado Terracota U;Top Aven;MODA;F;Activo;IVA 19%
24410;Top Aven Negro U;Top Aven;MODA;F;Activo;IVA 19%
24420;Top Aven Crema U;Top Aven;MODA;F;Activo;IVA 19%
24430;Top Aven Blanco U;Top Aven;MODA;F;Activo;IVA 19%
24440;Top Aven Aguamarina U;Top Aven;MODA;F;Activo;IVA 19%
24450;Top Aven Durazno U;Top Aven;MODA;F;Activo;IVA 19%
25100;Top Aven Azul Bebe U;Top Aven;MODA;F;Activo;IVA 19%
25110;Top Aven Verde Militar;Top Aven;MODA;F;Activo;IVA 19%
25120;Top Aven Verde Cali;Top Aven;MODA;F;Activo;IVA 19%
25130;Top Aven Camel;Top Aven;MODA;F;Activo;IVA 19%
25780;Top Aven Azul Oscuro;Top Aven;MODA;F;Activo;IVA 19%
25790;Top Aven Café;Top Aven;MODA;F;Activo;IVA 19%
25800;Top Aven Verde Oliva;Top Aven;MODA;F;Activo;IVA 19%
27120;Top Aven Terracota;Top Aven;MODA;F;Activo;IVA 19%
27270;Top Cuadrado Camel U;Top Aven;MODA;F;Activo;IVA 19%
28150;Top Aven Gris U;Top Aven;MODA;F;Activo;IVA 19%
28520;Top Aven Lila U;Top Aven;MODA;F;Activo;IVA 19%
28530;Top Aven Rojo SM;Top Aven;MODA;F;Activo;IVA 19%
28860;Top Aven Amarilo U;Top Aven;MODA;F;Activo;IVA 19%
29710;Top Aven Palo Rosa U;Top Aven;MODA;F;Activo;IVA 19%
29720;Top Aven Verde Lima U;Top Aven;MODA;F;Activo;IVA 19%
28140;Top Aven Vinotinto U;Top Aven ;MODA;F;Activo;IVA 19%
29411;Top Baby Negro SM;Top Baby;MODA;F;Activo;IVA 19%
29413;Top Baby Negro LXL;Top Baby;MODA;F;Activo;IVA 19%
29421;Top Baby Crema SM;Top Baby;MODA;F;Activo;IVA 19%
29423;Top Baby Crema  LXL;Top Baby;MODA;F;Activo;IVA 19%
29431;Top Baby Blanco SM;Top Baby;MODA;F;Activo;IVA 19%
29433;Top Baby Blanco  LXL;Top Baby;MODA;F;Activo;IVA 19%
29441;Top Baby Terracota SM;Top Baby;MODA;F;Activo;IVA 19%
29443;Top Baby Terracota  LXL;Top Baby;MODA;F;Activo;IVA 19%
29451;Top Baby Vinotinto SM;Top Baby;MODA;F;Activo;IVA 19%
29453;Top Baby Vinotinto  LXL;Top Baby;MODA;F;Activo;IVA 19%
29461;Top Baby Azul Oscuro SM;Top Baby;MODA;F;Activo;IVA 19%
29463;Top Baby Azul Oscuro  LXL;Top Baby;MODA;F;Activo;IVA 19%
29471;Top Baby Verde Oliva SM;Top Baby;MODA;F;Activo;IVA 19%
29473;Top Baby Verde Oliva  LXL;Top Baby;MODA;F;Activo;IVA 19%
29481;Top Baby Café SM;Top Baby;MODA;F;Activo;IVA 19%
29483;Top Baby Café  LXL;Top Baby;MODA;F;Activo;IVA 19%
29491;Top Baby Amarillo SM;Top Baby;MODA;F;Activo;IVA 19%
29493;Top Baby Amarillo  LXL;Top Baby;MODA;F;Activo;IVA 19%
29501;Top Baby Camel SM;Top Baby;MODA;F;Activo;IVA 19%
29503;Top Baby Camel  LXL;Top Baby;MODA;F;Activo;IVA 19%
27721;Top Balu Negro SM;Top Balu;MODA;F;Activo;IVA 19%
27723;Top Balu Negro LXL;Top Balu;MODA;F;Activo;IVA 19%
27731;Top Balu Crema SM;Top Balu;MODA;F;Activo;IVA 19%
27733;Top Balu Crema LXL;Top Balu;MODA;F;Activo;IVA 19%
27741;Top Balu Terracota SM;Top Balu;MODA;F;Activo;IVA 19%
27743;Top Balu Terracota LXL;Top Balu;MODA;F;Activo;IVA 19%
27751;Top Balu Azul Oscuro SM;Top Balu;MODA;F;Activo;IVA 19%
27753;Top Balu Azul Oscuro LXL;Top Balu;MODA;F;Activo;IVA 19%
27761;Top Balu Verde Militar SM;Top Balu;MODA;F;Activo;IVA 19%
27763;Top Balu Verde Militar LXL;Top Balu;MODA;F;Activo;IVA 19%
27771;Top Balu Cafe SM;Top Balu;MODA;F;Activo;IVA 19%
27773;Top Balu Cafe LXL;Top Balu;MODA;F;Activo;IVA 19%
27781;Top Balu Camel SM;Top Balu;MODA;F;Activo;IVA 19%
27783;Top Balu Camel LXL;Top Balu;MODA;F;Activo;IVA 19%
28081;Top Balu Gris SM;Top Balu;MODA;F;Activo;IVA 19%
28083;Top Balu Gris LXL;Top Balu;MODA;F;Activo;IVA 19%
28091;Top Balu Blanco SM;Top Balu;MODA;F;Activo;IVA 19%
28093;Top Balu Blanco LXL;Top Balu;MODA;F;Activo;IVA 19%
28101;Top Balu Vinotinto SM;Top Balu;MODA;F;Activo;IVA 19%
28103;Top Balu Vinotinto LXL;Top Balu;MODA;F;Activo;IVA 19%
28111;Top Balu Azul Bebe SM;Top Balu;MODA;F;Activo;IVA 19%
28113;Top Balu Azul Bebe LXL;Top Balu;MODA;F;Activo;IVA 19%
28931;Top Balu Amarillo SM;Top Balu;MODA;F;Activo;IVA 19%
28933;Top Balu Amarillo LXL;Top Balu;MODA;F;Activo;IVA 19%
28981;Top Balu Verde Oliva SM;Top Balu;MODA;F;Activo;IVA 19%
28983;Top Balu Verde Oliva LXL;Top Balu;MODA;F;Activo;IVA 19%
28991;Top Balu Rojo SM;Top Balu;MODA;F;Activo;IVA 19%
28993;Top Balu Rojo LXL;Top Balu;MODA;F;Activo;IVA 19%
16680;Top Cuadrado Crema U;Top Cuadrado;MODA;F;Activo;IVA 19%
16700;Top Cuadrado Blanco U;Top Cuadrado;MODA;F;Activo;IVA 19%
16730;Top Cuadrado Negro U;Top Cuadrado;MODA;F;Activo;IVA 19%
16910;Top Cuadrado Café U;Top Cuadrado;MODA;F;Activo;IVA 19%
21360;Top Cuadrado Verde Oliva U;Top Cuadrado;MODA;F;Activo;IVA 19%
21370;Top Cuadrado Naranja U;Top Cuadrado;MODA;F;Activo;IVA 19%
21390;Top Cuadrado Azul Oscuro U;Top Cuadrado;MODA;F;Activo;IVA 19%
2140;Top Cuadrado Purpura U;Top Cuadrado;MODA;F;Activo;IVA 19%
21400;Top Cuadrado Purpura U;Top Cuadrado;MODA;F;Activo;IVA 19%
2141;Top Cuadrado Fucsia U;Top Cuadrado;MODA;F;Activo;IVA 19%
21410;Top Cuadrado Fucsia U;Top Cuadrado;MODA;F;Activo;IVA 19%
21450;Top Cuadrado Rojo U;Top Cuadrado;MODA;F;Activo;IVA 19%
2147;Top Cuadrado Amarillo Pastel U;Top Cuadrado;MODA;F;Activo;IVA 19%
21470;Top Cuadrado Amarillo Pastel U;Top Cuadrado;MODA;F;Activo;IVA 19%
2148;Top Cuadrado Azul Rey U;Top Cuadrado;MODA;F;Activo;IVA 19%
21480;Top Cuadrado Azul Rey U;Top Cuadrado;MODA;F;Activo;IVA 19%
2244;Top Cuadrado Mora Leche U;Top Cuadrado;MODA;F;Activo;IVA 19%
22440;Top Cuadrado Mora Leche U;Top Cuadrado;MODA;F;Activo;IVA 19%
27280;Top Cuadrado Verde Militar U;Top Cuadrado;MODA;F;Activo;IVA 19%
27550;Top Cuadrado Vinotinto U;Top Cuadrado;MODA;F;Activo;IVA 19%
27560;Top Cuadrado Azul Bebe U;Top Cuadrado;MODA;F;Activo;IVA 19%
27570;Top Cuadrado Durazno U;Top Cuadrado;MODA;F;Activo;IVA 19%
27580;Top Cuadrado Gris U;Top Cuadrado;MODA;F;Activo;IVA 19%
27670;Top Cuadrado Lila U;Top Cuadrado;MODA;F;Activo;IVA 19%
25020;Top Hera Negro U;Top Hera;MODA;F;Activo;IVA 19%
25030;Top Hera Crema U;Top Hera;MODA;F;Activo;IVA 19%
25040;Top Hera Lila U;Top Hera;MODA;F;Activo;IVA 19%
25050;Top Hera Verde Militar U;Top Hera;MODA;F;Activo;IVA 19%
25060;Top Hera Cafe U;Top Hera;MODA;F;Activo;IVA 19%
25070;Top Hera Gris U;Top Hera;MODA;F;Activo;IVA 19%
25810;Top Hera Blanco U;Top Hera;MODA;F;Activo;IVA 19%
25820;Top Hera Azul Oscuro U;Top Hera;MODA;F;Activo;IVA 19%
25830;Top Hera Azul Bebe U;Top Hera;MODA;F;Activo;IVA 19%
25850;Top Hera Camel U;Top Hera;MODA;F;Activo;IVA 19%
25860;Top Hera Vinotinto U;Top Hera;MODA;F;Activo;IVA 19%
25870;Top Hera Durazno U;Top Hera;MODA;F;Activo;IVA 19%
25880;Top Hera Verde Cali U;Top Hera;MODA;F;Activo;IVA 19%
25890;Top Hera Agua Marina U;Top Hera;MODA;F;Activo;IVA 19%
25900;Top Hera Terracota U;Top Hera;MODA;F;Activo;IVA 19%
25960;Top Hera Verde Oliva U;Top Hera;MODA;F;Activo;IVA 19%
16840;Top Hombro Verde Cali U;Top Hombro;MODA;F;Activo;IVA 19%
26300;Top Hombro Nego U;Top Hombro;MODA;F;Activo;IVA 19%
26310;Top Hombro Blanco U;Top Hombro;MODA;F;Activo;IVA 19%
26320;Top Hombro Crema U;Top Hombro;MODA;F;Activo;IVA 19%
26330;Top Hombro Camel U;Top Hombro;MODA;F;Activo;IVA 19%
26340;Top Hombro Verde Militar U;Top Hombro;MODA;F;Activo;IVA 19%
26350;Top Hombro Azul Oscuro U;Top Hombro;MODA;F;Activo;IVA 19%
26360;Top Hombro Café U;Top Hombro;MODA;F;Activo;IVA 19%
26370;Top Hombro Verde Oliva U;Top Hombro;MODA;F;Activo;IVA 19%
26380;Top Hombro Lila U;Top Hombro;MODA;F;Activo;IVA 19%
26490;Top Hombro Durazno U;Top Hombro;MODA;F;Activo;IVA 19%
26670;Top Hombro Azul Bebe;Top Hombro;MODA;F;Activo;IVA 19%
26680;Top Hombro Gris;Top Hombro;MODA;F;Activo;IVA 19%
26690;Top Hombro Vinotinto U;Top Hombro;MODA;F;Activo;IVA 19%
26700;Top Hombro Terracota U;Top Hombro;MODA;F;Activo;IVA 19%
29020;Top Hombro Rojo U;Top Hombro;MODA;F;Activo;IVA 19%
29731;Top Jazmín Verde Militar SM;Top Jazmín;MODA;F;Activo;IVA 19%
29733;Top Jazmín Verde Militar LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29741;Top Jazmín Crema SM;Top Jazmín;MODA;F;Activo;IVA 19%
29743;Top Jazmín Crema LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29751;Top Jazmín Blanco SM;Top Jazmín;MODA;F;Activo;IVA 19%
29753;Top Jazmín Blanco LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29761;Top Jazmín Café SM;Top Jazmín;MODA;F;Activo;IVA 19%
29763;Top Jazmín Café LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29771;Top Jazmín Negro SM;Top Jazmín;MODA;F;Activo;IVA 19%
29773;Top Jazmín Negro LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29781;Top Jazmín Verde Oliva SM;Top Jazmín;MODA;F;Activo;IVA 19%
29783;Top Jazmín Verde Oliva LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29791;Top Jazmín Terracota SM;Top Jazmín;MODA;F;Activo;IVA 19%
29793;Top Jazmín Terracota LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29801;Top Jazmín Rojo SM;Top Jazmín;MODA;F;Activo;IVA 19%
29803;Top Jazmín Rojo LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29811;Top Jazmín Camel SM;Top Jazmín;MODA;F;Activo;IVA 19%
29813;Top Jazmín Camel LXL;Top Jazmín;MODA;F;Activo;IVA 19%
29821;Top Jazmín Azul Oscuro SM;Top Jazmín;MODA;F;Activo;IVA 19%
29823;Top Jazmín Azul Oscuro LXL;Top Jazmín;MODA;F;Activo;IVA 19%
19221;Top Kiara Café Claro S;Top Kiara ;MODA;F;Activo;IVA 19%
19223;Top Kiara Café Claro L;Top Kiara ;MODA;F;Activo;IVA 19%
19231;Top Kiara Fucsia S;Top Kiara ;MODA;F;Activo;IVA 19%
19233;Top Kiara Fucsia L;Top Kiara ;MODA;F;Activo;IVA 19%
19241;Top Kiara Crema / Beige S;Top Kiara ;MODA;F;Activo;IVA 19%
19243;Top Kiara Crema/ Beige L;Top Kiara ;MODA;F;Activo;IVA 19%
19261;Top Kiara Negro S;Top Kiara ;MODA;F;Activo;IVA 19%
19263;Top Kiara Negro L;Top Kiara ;MODA;F;Activo;IVA 19%
20261;Top Lassie Largo Verde Militar SM;Top Kiara ;MODA;F;Activo;IVA 19%
21841;Top Kiara Verde Oliva SM;Top Kiara ;MODA;F;Activo;IVA 19%
21843;Top Kiara Verde Oliva LXL;Top Kiara ;MODA;F;Activo;IVA 19%
21851;Top Kiara Naranja SM;Top Kiara ;MODA;F;Activo;IVA 19%
21853;Top Kiara Naranja LXL;Top Kiara ;MODA;F;Activo;IVA 19%
21861;Top Kiara Capuchino SM;Top Kiara ;MODA;F;Activo;IVA 19%
21863;Top Kiara Capuchino LXL;Top Kiara ;MODA;F;Activo;IVA 19%
21871;Top Kiara Azul Petroleo SM;Top Kiara ;MODA;F;Activo;IVA 19%
21873;Top Kiara Azul Petroleo LXL;Top Kiara ;MODA;F;Activo;IVA 19%
21881;Top Kiara Café SM;Top Kiara ;MODA;F;Activo;IVA 19%
21883;Top Kiara Café LXL;Top Kiara ;MODA;F;Activo;IVA 19%
21891;Top Kiara Purpura SM;Top Kiara ;MODA;F;Activo;IVA 19%
21893;Top Kiara Purpura LXL;Top Kiara ;MODA;F;Activo;IVA 19%
21901;Top Kiara Terracota SM;Top Kiara ;MODA;F;Activo;IVA 19%
21911;Top Kiara Amarillo Pastel SM;Top Kiara ;MODA;F;Activo;IVA 19%
21913;Top Kiara Amarillo Pastel LXL;Top Kiara ;MODA;F;Activo;IVA 19%
21921;Top Kiara Azul Rey SM;Top Kiara ;MODA;F;Activo;IVA 19%
21923;Top Kiara Azul Rey LXL;Top Kiara ;MODA;F;Activo;IVA 19%
21931;Top Kiara Rojo SM;Top Kiara ;MODA;F;Activo;IVA 19%
21933;Top Kiara Rojo LXL;Top Kiara ;MODA;F;Activo;IVA 19%
25451;Top Kiara Blanco SM;Top Kiara ;MODA;F;Activo;IVA 19%
25453;Top Kiara Blanco LXL;Top Kiara ;MODA;F;Activo;IVA 19%
20950;Top Lassie Corto Negro U;Top Lassie Corto;MODA;F;Activo;IVA 19%
21000;Top Lassie Corto Azul Oscuro U;Top Lassie Corto;MODA;F;Activo;IVA 19%
21040;Top Lassie Corto Verde Militar U;Top Lassie Corto;MODA;F;Activo;IVA 19%
21050;Top Lassie Corto Camel U;Top Lassie Corto;MODA;F;Activo;IVA 19%
21060;Top Lassie Corto Crema U;Top Lassie Corto;MODA;F;Activo;IVA 19%
2555;Top Lassie Corto Cafe u;Top Lassie Corto;MODA;F;Activo;IVA 19%
25570;Top Lassie Corto Verde Oliva U;Top Lassie Corto;MODA;F;Activo;IVA 19%
25910;Top Lassie Corto Blanco U;Top Lassie Corto;MODA;F;Activo;IVA 19%
25940;Top Lassie Corto Café U;Top Lassie Corto;MODA;F;Activo;IVA 19%
27260;Top Lassie Corto Terracota;Top Lassie Corto;MODA;F;Activo;IVA 19%
28130;Top Lassie Corto Vinotinto U;Top Lassie Corto;MODA;F;Activo;IVA 19%
28720;Top Lassie Corto Lila U;Top Lassie Corto;MODA;F;Activo;IVA 19%
28730;Top Lassie Corto Durazno;Top Lassie Corto;MODA;F;Activo;IVA 19%
28740;Top Lassie Corto Rojo U;Top Lassie Corto;MODA;F;Activo;IVA 19%
28750;Top Lassie Corto Gris U;Top Lassie Corto;MODA;F;Activo;IVA 19%
28831;Top Lassie Corto Azul Bebe U;Top Lassie Corto;MODA;F;Activo;IVA 19%
28890;Top Lassie Corto Amarillo U;Top Lassie Corto;MODA;F;Activo;IVA 19%
20263;Top Lassie Largo Verde Militar LXL;Top Lassie Largo;MODA;F;Activo;IVA 19%
20271;Top Lassie Largo Azul Bebe SM;Top Lassie Largo;MODA;F;Activo;IVA 19%
20273;Top Lassie Largo Azul Bebe LXL;Top Lassie Largo;MODA;F;Activo;IVA 19%
20291;Top Lassie Largo Purpura SM;Top Lassie Largo;MODA;F;Activo;IVA 19%
20301;Top Lassie Largo Lila SM;Top Lassie Largo;MODA;F;Activo;IVA 19%
20303;Top Lassie Largo Lila LXL;Top Lassie Largo;MODA;F;Activo;IVA 19%
2031;Top Lassie Largo Blanco;Top Lassie Largo;MODA;F;Activo;IVA 19%
20311;Top Lassie Largo Blanco SM;Top Lassie Largo;MODA;F;Activo;IVA 19%
20313;Top Lassie Largo Blanco LXL;Top Lassie Largo;MODA;F;Activo;IVA 19%
20321;Top Lassie Largo Negro SM;Top Lassie Largo;MODA;F;Activo;IVA 19%
20323;Top Lassie Largo Negro LXL;Top Lassie Largo;MODA;F;Activo;IVA 19%
21731;Top Lassie Largo Verde Oliva SM;Top Lassie Largo;MODA;F;Activo;IVA 19%
21733;Top Lassie Largo Verde Oliva LXL;Top Lassie Largo;MODA;F;Activo;IVA 19%
21741;Top Lassie Largo Naranja SM;Top Lassie Largo;MODA;F;Activo;IVA 19%
21761;Top Lassie Largo Azul Oscuro SM;Top Lassie Largo;MODA;F;Activo;IVA 19%
